location_id,Max_dn,ISP_Max_dn,Max_up,ISP_Max_up,BEAD_status,address
1289835579,1200,Xfinity,35,Xfinity, served,14667 SONORA PASS HWY SONORA CA
1289835580,1200,Xfinity,35,Xfinity, served,14635 SONORA PASS HWY SONORA CA
1289835581,1200,Xfinity,35,Xfinity, served,14735 PEACEFUL VALLEY RD SONORA CA
1289835582,1200,Xfinity,35,Xfinity, served,14610 MONO WAY SONORA CA
1289835583,1200,Xfinity,35,Xfinity, served,14663 SONORA PASS HWY SONORA CA
1289835584,1200,Xfinity,35,Xfinity, served,14759 PEACEFUL VALLEY RD SONORA CA
1289835585,1200,Xfinity,35,Xfinity, served,14599 PEACEFUL VALLEY RD SONORA CA
1289835586,1200,Xfinity,35,Xfinity, served,14703 PEACEFUL VALLEY RD SONORA CA
1289835588,1200,Xfinity,35,Xfinity, served,14637 SONORA PASS HWY SONORA CA
1289835589,1200,Xfinity,35,Xfinity, served,14701 SONORA PASS HWY SONORA CA
1289835590,1200,Xfinity,35,Xfinity, served,14615 PEACEFUL VALLEY RD BLDG 2 SONORA CA
1289835591,1200,Xfinity,35,Xfinity, served,14741 SONORA PASS HWY SONORA CA
1289835592,1200,Xfinity,35,Xfinity, served,14531 LOLLY LN BLDG 2 SONORA CA
1289835593,1200,Xfinity,35,Xfinity, served,14685 SONORA PASS HWY SONORA CA
1289835594,1200,Xfinity,35,Xfinity, served,14701 SONORA PASS HWY BLDG 2 SONORA CA
1289835595,1200,Xfinity,35,Xfinity, served,14757 PEACEFUL VALLEY RD BLDG 2 SONORA CA
1289835596,1200,Xfinity,35,Xfinity, served,14611 PEACEFUL VALLEY RD SONORA CA
1289835597,1200,Xfinity,35,Xfinity, served,14671 MONO WAY SONORA CA
1289835598,1200,Xfinity,35,Xfinity, served,14589 PEACEFUL VALLEY RD BLDG 2 SONORA CA
1289835599,1200,Xfinity,35,Xfinity, served,14647 SONORA PASS HWY SONORA CA
1289835600,1200,Xfinity,35,Xfinity, served,14793 SONORA PASS HWY SONORA CA
1289835601,1200,Xfinity,35,Xfinity, served,14585 PEACEFUL VALLEY RD SONORA CA
1289835602,1200,Xfinity,35,Xfinity, served,14649 SONORA PASS HWY SONORA CA
1289835603,1200,Xfinity,35,Xfinity, served,14707 SONORA PASS HWY SONORA CA
1289835604,1200,Xfinity,35,Xfinity, served,14653 SONORA PASS HWY SONORA CA
1289835605,1200,Xfinity,35,Xfinity, served,14659 SONORA PASS HWY SONORA CA
1289835606,1200,Xfinity,35,Xfinity, served,14681 SONORA PASS HWY SONORA CA
1289835608,1200,Xfinity,35,Xfinity, served,14783 SONORA PASS HWY SONORA CA
1289835609,1200,Xfinity,35,Xfinity, served,14693 SONORA PASS HWY SONORA CA
1289835610,1200,Xfinity,35,Xfinity, served,14595 PEACEFUL VALLEY RD SONORA CA
1289835611,1200,Xfinity,35,Xfinity, served,14597 PEACEFUL VALLEY RD SONORA CA
1289835612,1200,Xfinity,35,Xfinity, served,14681 SONORA PASS HWY BLDG 2 SONORA CA
1289835613,1200,Xfinity,35,Xfinity, served,14569 PEACEFUL VALLEY RD SONORA CA
1289835614,1200,Xfinity,35,Xfinity, served,14721 SONORA PASS HWY SONORA CA
1289835615,1200,Xfinity,35,Xfinity, served,14575 PEACEFUL VALLEY RD SONORA CA
1289835616,1200,Xfinity,35,Xfinity, served,14699 SONORA PASS HWY SONORA CA
1289835617,1200,Xfinity,35,Xfinity, served,14581 PEACEFUL VALLEY RD SONORA CA
1289835618,1200,Xfinity,35,Xfinity, served,14565 PEACEFUL VALLEY RD SONORA CA
1289835619,1200,Xfinity,35,Xfinity, served,14759 PEACEFUL VALLEY RD BLDG 2 SONORA CA
1289835620,1200,Xfinity,35,Xfinity, served,14601 PEACEFUL VALLEY RD SONORA CA
1289835621,1200,Xfinity,35,Xfinity, served,19522 HILLSDALE DR SONORA CA
1289835623,1200,Xfinity,35,Xfinity, served,14566 MONO WAY SONORA CA
1289835624,1200,Xfinity,35,Xfinity, served,14570 MONO WAY SONORA CA
1289835625,1200,Xfinity,35,Xfinity, served,14777 PEACEFUL VALLEY RD SONORA CA
1289835626,1200,Xfinity,35,Xfinity, served,14605 PEACEFUL VALLEY RD SONORA CA
1289835628,1200,Xfinity,35,Xfinity, served,14610 MONO WAY BLDG 2 SONORA CA
1289835629,1200,Xfinity,35,Xfinity, served,14575 PEACEFUL VALLEY RD BLDG 2 SONORA CA
1289835630,1200,Xfinity,35,Xfinity, served,14577 PEACEFUL VALLEY RD SONORA CA
1289835631,1200,Xfinity,35,Xfinity, served,14775 SONORA PASS HWY SONORA CA
1289835632,1200,Xfinity,35,Xfinity, served,14589 PEACEFUL VALLEY RD SONORA CA
1289835633,1200,Xfinity,35,Xfinity, served,14767 SONORA PASS HWY SONORA CA
1289835634,1200,Xfinity,35,Xfinity, served,14633 SONORA PASS HWY SONORA CA
1289835635,1200,Xfinity,35,Xfinity, served,14580 MONO WAY SONORA CA
1289835636,1200,Xfinity,35,Xfinity, served,14719 SONORA PASS HWY SONORA CA
1289835637,1200,Xfinity,35,Xfinity, served,14757 PEACEFUL VALLEY RD SONORA CA
1289835638,1200,Xfinity,35,Xfinity, served,14715 PEACEFUL VALLEY RD SONORA CA
1289835639,1200,Xfinity,35,Xfinity, served,14583 PEACEFUL VALLEY RD SONORA CA
1289835640,1200,Xfinity,35,Xfinity, served,14590 MONO WAY SONORA CA
1289835641,1200,Xfinity,35,Xfinity, served,19526 HILLSDALE DR SONORA CA
1289835642,1200,Xfinity,35,Xfinity, served,14763 PEACEFUL VALLEY RD SONORA CA
1289835643,1200,Xfinity,35,Xfinity, served,14609 PEACEFUL VALLEY RD SONORA CA
1289835645,1200,Xfinity,35,Xfinity, served,14567 PEACEFUL VALLEY RD SONORA CA
1289835646,1200,Xfinity,35,Xfinity, served,14733 SONORA PASS HWY SONORA CA
1289835647,1200,Xfinity,35,Xfinity, served,14739 PEACEFUL VALLEY RD SONORA CA
1289835648,1200,Xfinity,35,Xfinity, served,14605 PEACEFUL VALLEY RD BLDG 2 SONORA CA
1289835649,1200,Xfinity,35,Xfinity, served,14693 SONORA PASS HWY BLDG 2 SONORA CA
1289835650,1200,Xfinity,35,Xfinity, served,14707 SONORA PASS HWY BLDG 2 SONORA CA
1289835651,1200,Xfinity,35,Xfinity, served,14779 PEACEFUL VALLEY RD SONORA CA
1289835652,1200,Xfinity,35,Xfinity, served,14615 PEACEFUL VALLEY RD SONORA CA
1289835653,1200,Xfinity,35,Xfinity, served,14610 MONO WAY SONORA CA
1289835661,1200,Xfinity,35,Xfinity, served,22216 HORSESHOE DR BLDG 7 SONORA CA
1289835663,1200,Xfinity,35,Xfinity, served,19476 HILLSDALE DR SONORA CA
1289835664,1200,Xfinity,35,Xfinity, served,14755 MONO WAY SONORA CA
1289835665,1200,Xfinity,35,Xfinity, served,19390 INDUSTRIAL DR SONORA CA
1289835666,1200,Xfinity,35,Xfinity, served,19471 VILLAGE DR SONORA CA
1289835667,1200,Xfinity,35,Xfinity, served,14661 STONE LN SONORA CA
1289835668,1200,Xfinity,35,Xfinity, served,14721 MONO WAY SONORA CA
1289835669,1200,Xfinity,35,Xfinity, served,14616 STONE LN SONORA CA
1289835670,1200,Xfinity,35,Xfinity, served,14575 OAKWOOD CT SONORA CA
1289835671,1200,Xfinity,35,Xfinity, served,20309 BROOK DR SONORA CA
1289835672,1200,Xfinity,35,Xfinity, served,14641 STONE LN SONORA CA
1289835673,1200,Xfinity,35,Xfinity, served,19394 ROCKRIDGE WAY SONORA CA
1289835674,1200,Xfinity,35,Xfinity, served,19330 SUSAN WAY SONORA CA
1289835675,1200,Xfinity,35,Xfinity, served,19400 SUSAN WAY SONORA CA
1289835676,1200,Xfinity,35,Xfinity, served,19368 ROCKRIDGE WAY SONORA CA
1289835677,1200,Xfinity,35,Xfinity, served,19326 ROCKRIDGE WAY SONORA CA
1289835678,1200,Xfinity,35,Xfinity, served,14644 STONE LN SONORA CA
1289835679,1200,Xfinity,35,Xfinity, served,19331 SUSAN WAY SONORA CA
1289835680,1200,Xfinity,35,Xfinity, served,14660 STONE LN SONORA CA
1289835681,1200,Xfinity,35,Xfinity, served,14650 STONE LN SONORA CA
1289835682,1200,Xfinity,35,Xfinity, served,19436 SUSAN WAY SONORA CA
1289835683,1200,Xfinity,35,Xfinity, served,14761 MONO WAY SONORA CA
1289835684,25,AT&T,3,AT&T, served,14769 MONO WAY SONORA CA
1289835685,1200,Xfinity,35,Xfinity, served,19417 VILLAGE DR SONORA CA
1289835686,1200,Xfinity,35,Xfinity, served,19491 VILLAGE DR SONORA CA
1289835687,1200,Xfinity,35,Xfinity, served,19360 SUSAN WAY SONORA CA
1289835688,1200,Xfinity,35,Xfinity, served,19371 SUSAN WAY SONORA CA
1289835689,1200,Xfinity,35,Xfinity, served,19340 SUSAN WAY SONORA CA
1289835690,,,,, served,19374 INDUSTRIAL DR SONORA CA
1289835691,1200,Xfinity,35,Xfinity, served,19449 ROCKRIDGE WAY SONORA CA
1289835692,1200,Xfinity,35,Xfinity, served,19481 VILLAGE DR SONORA CA
1289835693,1200,Xfinity,35,Xfinity, served,14631 STONE LN SONORA CA
1289835694,1200,Xfinity,35,Xfinity, served,19367 ROCKRIDGE WAY SONORA CA
1289835695,,,,, served,19478 VILLAGE DR SONORA CA
1289835696,1200,Xfinity,35,Xfinity, served,14670 STONE LN SONORA CA
1289835697,1200,Xfinity,35,Xfinity, served,19488 HILLSDALE DR SONORA CA
1289835698,1200,Xfinity,35,Xfinity, served,19339 ROCKRIDGE WAY SONORA CA
1289835699,1200,Xfinity,35,Xfinity, served,19336 ROCKRIDGE WAY SONORA CA
1289835700,1200,Xfinity,35,Xfinity, served,19380 ROCKRIDGE WAY SONORA CA
1289835701,1200,Xfinity,35,Xfinity, served,19405 VILLAGE DR SONORA CA
1289835702,1200,Xfinity,35,Xfinity, served,19325 ROCKRIDGE WAY SONORA CA
1289835703,1200,Xfinity,35,Xfinity, served,19425 ROCKRIDGE WAY SONORA CA
1289835704,1200,Xfinity,35,Xfinity, served,14671 STONE LN SONORA CA
1289835705,1200,Xfinity,35,Xfinity, served,14611 STONE LN SONORA CA
1289835706,1200,Xfinity,35,Xfinity, served,14695 MONO WAY SONORA CA
1289835707,1200,Xfinity,35,Xfinity, served,19468 VILLAGE DR SONORA CA
1289835708,1200,Xfinity,35,Xfinity, served,14715 MONO WAY SONORA CA
1289835709,1200,Xfinity,35,Xfinity, served,14584 OAKWOOD CT SONORA CA
1289835710,1200,Xfinity,35,Xfinity, served,14588 OAKWOOD CT SONORA CA
1289835711,1200,Xfinity,35,Xfinity, served,19395 ROCKRIDGE WAY SONORA CA
1289835712,1200,Xfinity,35,Xfinity, served,14565 OAKWOOD CT SONORA CA
1289835713,1200,Xfinity,35,Xfinity, served,19487 COMMERCIAL AVE SONORA CA
1289835714,10,Verizon,1,Verizon, served,19356 INDUSTRIAL DR SONORA CA
1289835715,1200,Xfinity,35,Xfinity, served,19401 SUSAN WAY SONORA CA
1289835716,1200,Xfinity,35,Xfinity, served,19380 SUSAN WAY SONORA CA
1289835717,1200,Xfinity,35,Xfinity, served,19474 VILLAGE DR SONORA CA
1289835718,1200,Xfinity,35,Xfinity, served,14621 STONE LN SONORA CA
1289835719,1200,Xfinity,35,Xfinity, served,14628 STONE LN SONORA CA
1289835720,1200,Xfinity,35,Xfinity, served,14574 OAKWOOD CT SONORA CA
1289835721,1200,Xfinity,35,Xfinity, served,14651 STONE LN SONORA CA
1289835722,1200,Xfinity,35,Xfinity, served,14729 MONO WAY SONORA CA
1289835723,1200,Xfinity,35,Xfinity, served,19502 VILLAGE DR SONORA CA
1289835724,1200,Xfinity,35,Xfinity, served,19515 VILLAGE DR SONORA CA
1289835725,1200,Xfinity,35,Xfinity, served,19408 VILLAGE DR SONORA CA
1289835726,1200,Xfinity,35,Xfinity, served,19477 HILLSDALE DR SONORA CA
1289835727,1200,Xfinity,35,Xfinity, served,14585 OAKWOOD CT SONORA CA
1289835728,1200,Xfinity,35,Xfinity, served,19421 VILLAGE DR SONORA CA
1289835729,1200,Xfinity,35,Xfinity, served,19481 HILLSDALE DR SONORA CA
1289835730,1200,Xfinity,35,Xfinity, served,19420 SUSAN WAY SONORA CA
1289835731,1200,Xfinity,35,Xfinity, served,19381 ROCKRIDGE WAY SONORA CA
1289835736,,,,, served,19451 VILLAGE DR SONORA CA
1289835737,1200,Xfinity,35,Xfinity, served,19461 VILLAGE DR SONORA CA
1289835738,1200,Xfinity,35,Xfinity, served,19441 VILLAGE DR SONORA CA
1289835739,1200,Xfinity,35,Xfinity, served,15576 DEL PARQUE CT SONORA CA
1289835740,1200,Xfinity,35,Xfinity, served,19431 VILLAGE DR SONORA CA
1289835741,1200,Xfinity,35,Xfinity, served,19470 VILLAGE DR SONORA CA
1289835742,1200,Xfinity,35,Xfinity, served,14871 PEACEFUL VALLEY RD SONORA CA
1289835743,1200,Xfinity,35,Xfinity, served,19562 INDUSTRIAL DR SONORA CA
1289835744,1200,Xfinity,35,Xfinity, served,14751 PEACEFUL VALLEY RD SONORA CA
1289835746,1200,Xfinity,35,Xfinity, served,19616 KIMBERLY LN SONORA CA
1289835747,1200,Xfinity,35,Xfinity, served,14821 MONO WAY SONORA CA
1289835748,,,,, served,19330 INDUSTRIAL DR SONORA CA
1289835749,1200,Xfinity,35,Xfinity, served,14839 PEACEFUL VALLEY RD SONORA CA
1289835750,1200,Xfinity,35,Xfinity, served,14860 MONO WAY SONORA CA
1289835751,1200,Xfinity,35,Xfinity, served,14865 MONO WAY SONORA CA
1289835752,1200,Xfinity,35,Xfinity, served,14855 MONO WAY SONORA CA
1289835753,1200,Xfinity,35,Xfinity, served,14850 MONO WAY SONORA CA
1289835754,1200,Xfinity,35,Xfinity, served,14830 MONO WAY SONORA CA
1289835755,1200,Xfinity,35,Xfinity, served,19506 INDUSTRIAL DR SONORA CA
1289835756,,,,, served,19741 DAMBACHER DR SONORA CA
1289835765,1200,Xfinity,35,Xfinity, served,19 N 19 N SONORA CA
1289835766,1200,Xfinity,35,Xfinity, served,21260 PHOENIX LAKE RD SONORA CA
1289835767,1200,Xfinity,35,Xfinity, served,21259 PASEO DE LOS PORTALES RD SONORA CA
1289835768,,,,, served,15600 BEAR CUB CT SONORA CA
1289835769,1200,Xfinity,35,Xfinity, served,15603 DEL PARQUE CT SONORA CA
1289835770,1200,Xfinity,35,Xfinity, served,15559 DEL PARQUE CT SONORA CA
1289835771,1200,Xfinity,35,Xfinity, served,21272 PHOENIX LAKE RD SONORA CA
1289835772,1200,Xfinity,35,Xfinity, served,21261 PHOENIX LAKE RD SONORA CA
1289835773,,,,, served,15671 BEAR CUB DR SONORA CA
1289835774,,,,, served,21311 PHOENIX LAKE RD SONORA CA
1289835775,1200,Xfinity,35,Xfinity, served,21301 PASEO DE LOS PORTALES RD SONORA CA
1289835776,1200,Xfinity,35,Xfinity, served,21265 PHOENIX LAKE RD SONORA CA
1289835777,1200,Xfinity,35,Xfinity, served,21296 PHOENIX LAKE RD SONORA CA
1289835778,,,,, served,21319 PHOENIX LAKE RD SONORA CA
1289835779,,,,,unserved,21320 PHOENIX LAKE RD SONORA CA
1289835780,,,,, served,15840 RIDGEFIELD CT SONORA CA
1289835781,,,,, served,15800 RIDGEFIELD CT SONORA CA
1289835782,,,,, served,15830 RIDGEFIELD CT SONORA CA
1289835783,,,,, served,21313 PHOENIX LAKE RD SONORA CA
1289835784,,,,, served,15590 BEAR CUB CT SONORA CA
1289835785,1200,Xfinity,35,Xfinity, served,15545 DEL PARQUE CT SONORA CA
1289835786,1200,Xfinity,35,Xfinity, served,21290 PHOENIX LAKE RD SONORA CA
1289835787,,,,, served,15928 PARKRIDGE AVE SONORA CA
1289835788,1200,Xfinity,35,Xfinity, served,21254 PHOENIX LAKE RD SONORA CA
1289835789,,,,, served,21324 PHOENIX LAKE RD SONORA CA
1289835790,10,Verizon,1,Verizon, served,15608 BEAR CUB CT BLDG 2 SONORA CA
1289835791,,,,, served,15625 BEAR CUB DR SONORA CA
1289835792,10,Verizon,1,Verizon, served,15620 BEAR CUB DR SONORA CA
1289835793,1200,Xfinity,35,Xfinity, served,15592 DEL PARQUE CT SONORA CA
1289835794,1200,Xfinity,35,Xfinity, served,21284 PHOENIX LAKE RD SONORA CA
1289835795,,,,, served,15610 BEAR CUB CT SONORA CA
1289835796,,,,, served,21305 PHOENIX LAKE RD SONORA CA
1289835797,1200,Xfinity,35,Xfinity, served,15577 DEL PARQUE CT SONORA CA
1289835798,1200,Xfinity,35,Xfinity, served,21278 PHOENIX LAKE RD SONORA CA
1289835799,1200,Xfinity,35,Xfinity, served,21266 PHOENIX LAKE RD SONORA CA
1289835800,1200,Xfinity,35,Xfinity, served,21331 PHOENIX LAKE RD SONORA CA
1289835801,1200,Xfinity,35,Xfinity, served,15605 DEL PARQUE CT SONORA CA
1289835802,1200,Xfinity,35,Xfinity, served,21257 PHOENIX LAKE RD SONORA CA
1289835803,,,,, served,15858 RIDGEFIELD CT SONORA CA
1289835804,1200,Xfinity,35,Xfinity, served,21302 PHOENIX LAKE RD SONORA CA
1289835805,,,,, served,15608 BEAR CUB CT SONORA CA
1289835806,1200,Xfinity,35,Xfinity, served,21307 PHOENIX LAKE RD SONORA CA
1289835807,1200,Xfinity,35,Xfinity, served,15600 DEL PARQUE CT SONORA CA
1289835808,1200,Xfinity,35,Xfinity, served,15568 DEL PARQUE CT SONORA CA
1289835809,,,,, served,15819 RIDGEFIELD CT SONORA CA
1289835810,,,,, served,21325 PHOENIX LAKE RD SONORA CA
1289835811,,,,, served,15610 BEAR CUB CT BLDG 2 SONORA CA
1289835815,1200,Xfinity,35,Xfinity, served,15299 CURTIS CIR SONORA CA
1289835816,1200,Xfinity,35,Xfinity, served,14841 CURTIS CIR SONORA CA
1289835817,1200,Xfinity,35,Xfinity, served,15200 CURTIS CIR SONORA CA
1289835818,1200,Xfinity,35,Xfinity, served,15602 BEV BARRON RD SONORA CA
1289835819,1200,Xfinity,35,Xfinity, served,15811 BEV BARRON RD SONORA CA
1289835820,1200,Xfinity,35,Xfinity, served,14939 CURTIS CIR SONORA CA
1289835821,1200,Xfinity,35,Xfinity, served,16011 CURTIS CT SONORA CA
1289835822,1200,Xfinity,35,Xfinity, served,15801 CURTIS CIR SONORA CA
1289835823,1200,Xfinity,35,Xfinity, served,15825 CURTIS CIR SONORA CA
1289835824,1200,Xfinity,35,Xfinity, served,15502 CURTIS CIR SONORA CA
1289835825,1200,Xfinity,35,Xfinity, served,15955 CURTIS CIR SONORA CA
1289835826,1200,Xfinity,35,Xfinity, served,14780 CURTIS CIR SONORA CA
1289835827,1200,Xfinity,35,Xfinity, served,15625 CURTIS CIR SONORA CA
1289835828,1200,Xfinity,35,Xfinity, served,15788 CURTIS CIR SONORA CA
1289835829,1200,Xfinity,35,Xfinity, served,15838 CURTIS CIR SONORA CA
1289835830,,,,, served,15159 CAVALIERI RD SONORA CA
1289835831,1200,Xfinity,35,Xfinity, served,15881 CURTIS CIR SONORA CA
1289835832,1200,Xfinity,35,Xfinity, served,14850 CURTIS CIR SONORA CA
1289835833,1200,Xfinity,35,Xfinity, served,15650 BEV BARRON RD SONORA CA
1289835834,1200,Xfinity,35,Xfinity, served,15609 CURTIS CIR SONORA CA
1289835835,1200,Xfinity,35,Xfinity, served,15860 CURTIS CIR SONORA CA
1289835836,,,,, served,15333 CURTIS CIR SONORA CA
1289835837,1200,Xfinity,35,Xfinity, served,15995 TOMAHAWK CT SONORA CA
1289835838,1200,Xfinity,35,Xfinity, served,15020 CURTIS CIR SONORA CA
1289835839,1200,Xfinity,35,Xfinity, served,14991 CURTIS CIR SONORA CA
1289835840,1200,Xfinity,35,Xfinity, served,15620 CURTIS CIR SONORA CA
1289835841,1200,Xfinity,35,Xfinity, served,14690 CURTIS CIR SONORA CA
1289835842,1200,Xfinity,35,Xfinity, served,15745 BEV BARRON RD SONORA CA
1289835843,,,,, served,15441 CURTIS CIR SONORA CA
1289835844,1200,Xfinity,35,Xfinity, served,14945 CURTIS CIR SONORA CA
1289835845,1200,Xfinity,35,Xfinity, served,15140 CURTIS CIR SONORA CA
1289835846,1200,Xfinity,35,Xfinity, served,15595 CURTIS CIR SONORA CA
1289835847,1200,Xfinity,35,Xfinity, served,15901 CURTIS CIR SONORA CA
1289835848,1200,Xfinity,35,Xfinity, served,14877 CURTIS CIR SONORA CA
1289835849,1200,Xfinity,35,Xfinity, served,15675 CURTIS CIR SONORA CA
1289835850,,,,, served,15371 CURTIS CIR SONORA CA
1289835851,,,,, served,15451 CURTIS CIR SONORA CA
1289835852,1200,Xfinity,35,Xfinity, served,15985 TOMAHAWK CT SONORA CA
1289835853,1200,Xfinity,35,Xfinity, served,15720 BEV BARRON RD SONORA CA
1289835854,1200,Xfinity,35,Xfinity, served,15993 CURTIS CIR SONORA CA
1289835855,1200,Xfinity,35,Xfinity, served,14964 CURTIS CIR SONORA CA
1289835856,1200,Xfinity,35,Xfinity, served,15750 CURTIS CIR SONORA CA
1289835857,1200,Xfinity,35,Xfinity, served,15288 CURTIS CIR SONORA CA
1289835858,1200,Xfinity,35,Xfinity, served,15989 TOMAHAWK CT SONORA CA
1289835859,1200,Xfinity,35,Xfinity, served,15484 CURTIS CIR SONORA CA
1289835860,1200,Xfinity,35,Xfinity, served,15685 BEV BARRON RD SONORA CA
1289835861,1200,Xfinity,35,Xfinity, served,15737 BEV BARRON RD SONORA CA
1289835862,1200,Xfinity,35,Xfinity, served,14940 CURTIS CIR SONORA CA
1289835863,1200,Xfinity,35,Xfinity, served,15767 CURTIS CIR SONORA CA
1289835864,1200,Xfinity,35,Xfinity, served,15615 CURTIS CIR SONORA CA
1289835865,1200,Xfinity,35,Xfinity, served,15921 CURTIS CT SONORA CA
1289835866,1200,Xfinity,35,Xfinity, served,15984 TOMAHAWK CT SONORA CA
1289835867,1200,Xfinity,35,Xfinity, served,15744 BEV BARRON RD SONORA CA
1289835868,1200,Xfinity,35,Xfinity, served,15775 BEV BARRON RD SONORA CA
1289835869,1200,Xfinity,35,Xfinity, served,14960 CURTIS CIR SONORA CA
1289835870,1200,Xfinity,35,Xfinity, served,16051 CURTIS CIR SONORA CA
1289835871,1200,Xfinity,35,Xfinity, served,15707 CURTIS CIR SONORA CA
1289835872,1200,Xfinity,35,Xfinity, served,15818 CURTIS CIR SONORA CA
1289835873,1200,Xfinity,35,Xfinity, served,14785 CURTIS CIR SONORA CA
1289835874,1200,Xfinity,35,Xfinity, served,15946 CURTIS CIR SONORA CA
1289835875,1200,Xfinity,35,Xfinity, served,15252 CURTIS CIR SONORA CA
1289835876,1200,Xfinity,35,Xfinity, served,14757 CURTIS CIR SONORA CA
1289835877,1200,Xfinity,35,Xfinity, served,16080 CURTIS CIR SONORA CA
1289835878,1200,Xfinity,35,Xfinity, served,14966 CURTIS CIR SONORA CA
1289835879,1200,Xfinity,35,Xfinity, served,15541 CURTIS CIR SONORA CA
1289835880,1200,Xfinity,35,Xfinity, served,16050 CURTIS CIR SONORA CA
1289835886,1200,Xfinity,35,Xfinity, served,545 DRAGOON CIR SONORA CA
1289835887,1200,Xfinity,35,Xfinity, served,720 SNELL ST SONORA CA
1289835888,1200,Xfinity,35,Xfinity, served,575 ARBONA CIR N SONORA CA
1289835889,1200,Xfinity,35,Xfinity, served,466 ARBONA CIR N SONORA CA
1289835890,1200,Xfinity,35,Xfinity, served,585 ARBONA CIR N SONORA CA
1289835891,1200,Xfinity,35,Xfinity, served,595 ARBONA CIR N SONORA CA
1289835892,1200,Xfinity,35,Xfinity, served,559 SNELL ST SONORA CA
1289835893,1200,Xfinity,35,Xfinity, served,552 SNELL ST SONORA CA
1289835894,1200,Xfinity,35,Xfinity, served,573 DRAGOON CIR SONORA CA
1289835895,1200,Xfinity,35,Xfinity, served,611 ARBONA CIR N SONORA CA
1289835896,1200,Xfinity,35,Xfinity, served,555 DRAGOON CIR SONORA CA
1289835897,1200,Xfinity,35,Xfinity, served,485 DRAGOON CIR SONORA CA
1289835898,1200,Xfinity,35,Xfinity, served,631 ARBONA CIR N SONORA CA
1289835899,1200,Xfinity,35,Xfinity, served,511 DRAGOON CIR SONORA CA
1289835900,1200,Xfinity,35,Xfinity, served,497 DRAGOON CIR SONORA CA
1289835901,1200,Xfinity,35,Xfinity, served,525 DRAGOON CIR SONORA CA
1289835902,1200,Xfinity,35,Xfinity, served,553 DRAGOON CIR SONORA CA
1289835903,1200,Xfinity,35,Xfinity, served,472 ARBONA CIR N SONORA CA
1289835904,1200,Xfinity,35,Xfinity, served,500 ARBONA CIR N SONORA CA
1289835905,1200,Xfinity,35,Xfinity, served,488 ARBONA CIR N SONORA CA
1289835906,1200,Xfinity,35,Xfinity, served,600 ARBONA CIR N SONORA CA
1289835907,1200,Xfinity,35,Xfinity, served,620 ARBONA CIR N SONORA CA
1289835908,1200,Xfinity,35,Xfinity, served,471 ARBONA CIR N SONORA CA
1289835909,1200,Xfinity,35,Xfinity, served,551 DRAGOON CIR SONORA CA
1289835911,1200,Xfinity,35,Xfinity, served,11501 RACETRACK RD SONORA CA
1289835912,1200,Xfinity,35,Xfinity, served,11510 RACETRACK RD SONORA CA
1289835913,1200,Xfinity,35,Xfinity, served,375 ALPINE LN SONORA CA
1289835914,1200,Xfinity,35,Xfinity, served,107 ARBONA CIR S SONORA CA
1289835915,1200,Xfinity,35,Xfinity, served,405 ARBONA CIR N SONORA CA
1289835916,1200,Xfinity,35,Xfinity, served,671 ARBONA CIR N SONORA CA
1289835917,1200,Xfinity,35,Xfinity, served,322 ARBONA CIR N SONORA CA
1289835918,1200,Xfinity,35,Xfinity, served,35 ARBONA CIR S SONORA CA
1289835919,1200,Xfinity,35,Xfinity, served,376 CALAVERAS WAY SONORA CA
1289835920,1200,Xfinity,35,Xfinity, served,505 ALPINE LN SONORA CA
1289835921,1200,Xfinity,35,Xfinity, served,449 ALPINE LN SONORA CA
1289835922,1200,Xfinity,35,Xfinity, served,690 GOLDEN GATE DR SONORA CA
1289835923,1200,Xfinity,35,Xfinity, served,378 ARBONA CIR N SONORA CA
1289835924,1200,Xfinity,35,Xfinity, served,424 ARBONA CIR N SONORA CA
1289835925,1200,Xfinity,35,Xfinity, served,264 ARBONA CIR S SONORA CA
1289835926,1200,Xfinity,35,Xfinity, served,339 ARBONA CIR N SONORA CA
1289835927,1200,Xfinity,35,Xfinity, served,539 ALPINE LN SONORA CA
1289835928,1200,Xfinity,35,Xfinity, served,307 ARBONA CIR N SONORA CA
1289835929,1200,Xfinity,35,Xfinity, served,475 ALPINE LN SONORA CA
1289835930,1200,Xfinity,35,Xfinity, served,160 ARBONA CIR S SONORA CA
1289835931,1200,Xfinity,35,Xfinity, served,237 ARBONA CIR S SONORA CA
1289835932,1200,Xfinity,35,Xfinity, served,760 ARBONA CIR N SONORA CA
1289835933,1200,Xfinity,35,Xfinity, served,418 CALAVERAS WAY SONORA CA
1289835934,1200,Xfinity,35,Xfinity, served,736 ARBONA CIR N SONORA CA
1289835935,1200,Xfinity,35,Xfinity, served,336 N FOREST RD SONORA CA
1289835936,1200,Xfinity,35,Xfinity, served,790 ARBONA CIR N SONORA CA
1289835937,1200,Xfinity,35,Xfinity, served,305 LIVE OAK TER SONORA CA
1289835938,1200,Xfinity,35,Xfinity, served,518 SNELL ST SONORA CA
1289835939,1200,Xfinity,35,Xfinity, served,480 ALPINE LN SONORA CA
1289835940,1200,Xfinity,35,Xfinity, served,674 GOLDEN GATE DR SONORA CA
1289835941,1200,Xfinity,35,Xfinity, served,286 ARBONA CIR S SONORA CA
1289835942,1200,Xfinity,35,Xfinity, served,710 GOLDEN GATE DR SONORA CA
